WKT,ID,evC1997,Dns1997,NN_I1997,dn_1997,NN_1997,SCDI1997,evC1998,Dns1998,NN_I1998,dn_1998,NN_1998,SCDI1998,evC1999,Dns1999,NN_I1999,dn_1999,NN_1999,SCDI1999,evC2000,Dns2000,NN_I2000,dn_2000,NN_2000,SCDI2000,evC2001,Dns2001,NN_I2001,dn_2001,NN_2001,SCDI2001,evC2002,Dns2002,NN_I2002,dn_2002,NN_2002,SCDI2002,evC2003,Dns2003,NN_I2003,dn_2003,NN_2003,SCDI2003,evC2004,Dns2004,NN_I2004,dn_2004,NN_2004,SCDI2004,evC2005,Dns2005,NN_I2005,dn_2005,NN_2005,SCDI2005,evC2006,Dns2006,NN_I2006,dn_2006,NN_2006,SCDI2006,evC2007,Dns2007,NN_I2007,dn_2007,NN_2007,SCDI2007,evC2008,Dns2008,NN_I2008,dn_2008,NN_2008,SCDI2008,evC2009,Dns2009,NN_I2009,dn_2009,NN_2009,SCDI2009,evC2010,Dns2010,NN_I2010,dn_2010,NN_2010,SCDI2010,evC2011,Dns2011,NN_I2011,dn_2011,NN_2011,SCDI2011,evC2012,Dns2012,NN_I2012,dn_2012,NN_2012,SCDI2012,evC2013,Dns2013,NN_I2013,dn_2013,NN_2013,SCDI2013,evC2014,Dns2014,NN_I2014,dn_2014,NN_2014,SCDI2014,evC2015,Dns2015,NN_I2015,dn_2015,NN_2015,SCDI2015,evC2016,Dns2016,NN_I2016,dn_2016,NN_2016,SCDI2016,evC2017,Dns2017,NN_I2017,dn_2017,NN_2017,SCDI2017,evC2018,Dns2018,NN_I2018,dn_2018,NN_2018,SCDI2018,evC2019,Dns2019,NN_I2019,dn_2019,NN_2019,SCDI2019,evC2020,Dns2020,NN_I2020,dn_2020,NN_2020,SCDI2020,evC2021,Dns2021,NN_I2021,dn_2021,NN_2021,SCDI2021,evC2022,Dns2022,NN_I2022,dn_2022,NN_2022,SCDI2022,evC2023,Dns2023,NN_I2023,dn_2023,NN_2023,SCDI2023,countries
"MULTIPOLYGON (((1.22499992488669 7.89999997570028,1.22499992494924 8.31666664065237,1.64166659003686 8.3166666407704,1.64166658980968 7.8999999763665,1.22499992488669 7.89999997570028)))","608","0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,Benin Togo
"MULTIPOLYGON (((1.64166658980968 7.8999999763665,1.64166659003686 8.3166666407704,2.05833325497776 8.31666664128109,2.05833325474375 7.89999997591262,1.64166658980968 7.8999999763665)))","609","0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"6",0.003181128846401,0.088431313255171,H,C,CH,"2",0.001060376282134,0.835597761027295,L,C,CL,"0",,,,,NANA,Benin
"MULTIPOLYGON (((2.05833325474375 7.89999997591262,2.05833325497776 8.31666664128109,2.47499992026325 8.31666664139301,2.4749999202085 7.899999976423,2.05833325474375 7.89999997591262)))","610","0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"1",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"1",,,,,NANA,"0",,,,,NANA,Benin
"MULTIPOLYGON (((2.4749999202085 7.899999976423,2.47499992026325 8.31666664139301,2.89166658543428 8.31666664128015,2.89166658475988 7.89999997616499,2.4749999202085 7.899999976423)))","611","0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"1",,,,,NANA,"1",,,,,NANA,"1",,,,,NANA,"1",,,,,NANA,"1",,,,,NANA,Benin Nigeria
"MULTIPOLYGON (((2.89166658475988 7.89999997616499,2.89166658543428 8.31666664128015,3.3083332500316 8.31666664111274,3.30833324986778 7.89999997624644,2.89166658475988 7.89999997616499)))","612","0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"2",0.001060376282083,0.000000000000000,L,C,CL,"2",0.001060376282083,0.000000000000000,L,C,CL,"4",0.002120752564166,0.000000000000000,H,C,CH,Nigeria
"MULTIPOLYGON (((3.30833324986778 7.89999997624644,3.3083332500316 8.31666664111274,3.72499991455685 8.3166666410469,3.72499991505991 7.8999999758759,3.30833324986778 7.89999997624644)))","613","0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"1",,,,,NANA,"0",,,,,NANA,"1",,,,,NANA,"0",,,,,NANA,"6",0.003181128845992,0.703068695849822,H,C,CH,"2",0.001060376281997,2.065214712982312,L,D,DL,Nigeria
"MULTIPOLYGON (((3.72499991505991 7.8999999758759,3.72499991455685 8.3166666410469,4.14166658047244 8.31666664122795,4.14166657988329 7.89999997617675,3.72499991505991 7.8999999758759)))","614","0",,,,,NANA,"1",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"2",0.001060376280463,0.000000000000000,L,C,CL,"1",,,,,NANA,"0",,,,,NANA,Nigeria
"MULTIPOLYGON (((4.14166657988329 7.89999997617675,4.14166658047244 8.31666664122795,4.55833324538779 8.31666664087808,4.55833324482687 7.89999997634155,4.14166657988329 7.89999997617675)))","615","0",,,,,NANA,"0",,,,,NANA,"1",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"1",,,,,NANA,"0",,,,,NANA,"1",,,,,NANA,"0",,,,,NANA,"1",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"1",,,,,NANA,"3",0.001590564423584,0.641341278290045,L,C,CL,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"1",,,,,NANA,"4",0.002120752564778,0.269238336712036,H,C,CH,"9",0.004771693270751,0.643189540790906,H,C,CH,"6",0.003181128847167,0.473036580465349,H,C,CH,"5",0.002650940705973,0.661069167649761,H,C,CH,Nigeria
"MULTIPOLYGON (((4.55833324482687 7.89999997634155,4.55833324538779 8.31666664087808,4.97499990981364 8.31666664110239,4.97499991038015 7.89999997555997,4.55833324482687 7.89999997634155)))","616","0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"1",,,,,NANA,"0",,,,,NANA,"1",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"1",,,,,NANA,"3",0.001590564422417,0.000000000000000,L,C,CL,"0",,,,,NANA,"1",,,,,NANA,"1",,,,,NANA,"2",0.001060376281611,0.000000000000000,L,C,CL,"2",0.001060376281611,2.358327121239575,L,D,DL,"0",,,,,NANA,"0",,,,,NANA,"2",0.001060376281611,0.403728504616355,L,C,CL,"2",0.001060376281611,2.299355769501586,L,D,DL,"0",,,,,NANA,"9",0.004771693267251,0.393680459932131,H,C,CH,"2",0.001060376281611,1.704697509807139,L,D,DL,"10",0.005301881408057,0.644714441397529,H,C,CH,Nigeria
"MULTIPOLYGON (((4.97499991038015 7.89999997555997,4.97499990981364 8.31666664110239,5.39166657520321 8.31666664107983,5.39166657513758 7.89999997591262,4.97499991038015 7.89999997555997)))","617","0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"3",0.001590564420893,0.289009028937711,L,C,CL,"2",0.001060376280595,0.968487422251659,L,C,CL,"1",,,,,NANA,"1",,,,,NANA,"15",0.007952822104464,0.882519346614396,H,C,CH,"17",0.009013198385059,0.416991279530957,H,C,CH,"6",0.003181128841786,0.603113113170056,H,C,CH,Nigeria
"MULTIPOLYGON (((5.39166657513758 7.89999997591262,5.39166657520321 8.31666664107983,5.80833324013629 8.31666664097119,5.8083332395796 7.89999997562494,5.39166657513758 7.89999997591262)))","618","0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"2",0.001060376281827,0.634259499400791,L,C,CL,"1",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"1",,,,,NANA,"0",,,,,NANA,"4",0.002120752563654,0.397786162155804,H,C,CH,"1",,,,,NANA,"7",0.003711316986395,0.632824704863014,H,C,CH,"9",0.004771693268222,0.149380263522572,H,C,CH,"6",0.003181128845481,1.084359804016479,H,D,DH,Nigeria
"MULTIPOLYGON (((5.8083332395796 7.89999997562494,5.80833324013629 8.31666664097119,6.22499990511426 8.31666664091477,6.22499990517458 7.89999997578549,5.8083332395796 7.89999997562494)))","619","0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"1",,,,,NANA,"1",,,,,NANA,"4",0.002120752560705,0.708473190185505,H,C,CH,"1",,,,,NANA,"2",0.001060376280352,1.383069821472681,L,D,DL,"0",,,,,NANA,"2",0.001060376280352,0.831652911530580,L,C,CL,Nigeria
"MULTIPOLYGON (((6.22499990517458 7.89999997578549,6.22499990511426 8.31666664091477,6.64166656967757 8.3166666410549,6.64166656952894 7.89999997559905,6.22499990517458 7.89999997578549)))","620","0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"2",0.001060376282319,0.000000000000000,L,C,CL,"3",0.001590564423478,0.000000000000000,L,C,CL,Nigeria
"MULTIPOLYGON (((6.64166656952894 7.89999997559905,6.64166656967757 8.3166666410549,7.05833323528026 8.3166666405602,7.0583332350716 7.89999997613909,6.64166656952894 7.89999997559905)))","621","0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"1",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"1",,,,,NANA,"0",,,,,NANA,"1",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"2",0.001060376280385,1.036089185214064,L,D,DL,"4",0.002120752560770,0.100730935925705,H,C,CH,"5",0.002650940700963,0.384327637878748,H,C,CH,"16",0.008483010243082,0.193962565761411,H,C,CH,"2",0.001060376280385,0.000000000000000,L,C,CL,"3",0.001590564420578,0.000000000000000,L,C,CL,Nigeria
"MULTIPOLYGON (((7.0583332350716 7.89999997613909,7.05833323528026 8.3166666405602,7.47499989954914 8.31666664054139,7.47499990036235 7.89999997563718,7.0583332350716 7.89999997613909)))","622","0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"5",0.002650940707763,0.635514616969550,H,C,CH,"1",,,,,NANA,"3",0.001590564424658,0.000000000000000,L,C,CL,"1",,,,,NANA,"1",,,,,NANA,"3",0.001590564424658,0.821338448612831,L,C,CL,Nigeria
"MULTIPOLYGON (((7.47499990036235 7.89999997563718,7.47499989954914 8.31666664054139,7.89166656490715 8.31666664111133,7.89166656495444 7.89999997614427,7.47499990036235 7.89999997563718)))","623","0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"1",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"1",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"1",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"1",,,,,NANA,"3",0.001590564422869,0.679472171145359,L,C,CL,"2",0.001060376281913,0.000000000000000,L,C,CL,"1",,,,,NANA,"1",,,,,NANA,Nigeria
"MULTIPOLYGON (((7.89166656495444 7.89999997614427,7.89166656490715 8.31666664111133,8.30833322992573 8.31666664145179,8.30833323029156 7.8999999758613,7.89166656495444 7.89999997614427)))","624","0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"1",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"1",,,,,NANA,"1",,,,,NANA,"0",,,,,NANA,"2",0.001060376280523,2.119110000115485,L,D,DL,"0",,,,,NANA,"1",,,,,NANA,"0",,,,,NANA,"2",0.001060376280523,3.465895942591137,L,D,DL,"0",,,,,NANA,"1",,,,,NANA,"1",,,,,NANA,Nigeria
"MULTIPOLYGON (((8.30833323029156 7.8999999758613,8.30833322992573 8.31666664145179,8.72499989509903 8.31666664072714,8.72499989495757 7.89999997588249,8.30833323029156 7.8999999758613)))","625","0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"1",,,,,NANA,"3",0.001590564422003,1.926918961578350,L,D,DL,"3",0.001590564422003,0.599146995416125,L,C,CL,"5",0.002650940703338,0.442094568097605,H,C,CH,"1",,,,,NANA,"1",,,,,NANA,"0",,,,,NANA,"8",0.004241505125342,0.671478045389686,H,C,CH,"0",,,,,NANA,"11",0.005832069547345,0.196014083817008,H,C,CH,"2",0.001060376281335,1.928216755400518,L,D,DL,"7",0.003711316984674,0.428562262594593,H,C,CH,"11",0.005832069547345,0.477569589042093,H,C,CH,Nigeria
"MULTIPOLYGON (((8.72499989495757 7.89999997588249,8.72499989509903 8.31666664072714,9.14166655998219 8.31666664097684,9.14166656041159 7.89999997631801,8.72499989495757 7.89999997588249)))","626","0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"3",0.001590564422831,0.919797873112254,L,C,CL,"2",0.001060376281888,2.253035455622249,L,D,DL,"0",,,,,NANA,"0",,,,,NANA,"1",,,,,NANA,"24",0.012724515382651,0.365506407505261,H,C,CH,"1",,,,,NANA,"2",0.001060376281888,2.133149534991587,L,D,DL,"6",0.003181128845663,0.194881444852569,H,C,CH,"3",0.001590564422831,0.919797873112254,L,C,CL,"3",0.001590564422831,1.161099168586860,L,D,DL,Nigeria
"MULTIPOLYGON (((9.14166656041159 7.89999997631801,9.14166655998219 8.31666664097684,9.55833322506892 8.31666664135962,9.55833322522233 7.89999997634108,9.14166656041159 7.89999997631801)))","627","0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"1",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"1",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,Nigeria
"MULTIPOLYGON (((9.55833322522233 7.89999997634108,9.55833322506892 8.31666664135962,9.97499988989257 8.31666664103751,9.97499988988828 7.89999997606328,9.55833322522233 7.89999997634108)))","628","0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"2",0.001060376282344,1.127284915472193,L,D,DL,"3",0.001590564423516,0.000000000000000,L,C,CL,"3",0.001590564423516,0.290449245664258,L,C,CL,"1",,,,,NANA,"5",0.002650940705859,0.000000000000000,H,C,CH,"0",,,,,NANA,"3",0.001590564423516,0.159953440088182,L,C,CL,"1",,,,,NANA,"1",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,Nigeria
"MULTIPOLYGON (((9.97499988988828 7.89999997606328,9.97499988989257 8.31666664103751,10.3916665549614 8.31666664107653,10.3916665549077 7.89999997559386,9.97499988988828 7.89999997606328)))","629","0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"2",0.001060376280993,1.257633406487451,L,D,DL,"0",,,,,NANA,"0",,,,,NANA,"1",,,,,NANA,"1",,,,,NANA,"0",,,,,NANA,"3",0.001590564421489,0.905768052504727,L,C,CL,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,Nigeria
"MULTIPOLYGON (((10.3916665549077 7.89999997559386,10.3916665549614 8.31666664107653,10.8083332198089 8.31666664063215,10.8083332198241 7.89999997600396,10.3916665549077 7.89999997559386)))","630","0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"1",,,,,NANA,"0",,,,,NANA,"2",0.001060376281846,0.513004687111201,L,C,CL,"1",,,,,NANA,"0",,,,,NANA,Nigeria
"MULTIPOLYGON (((10.8083332198241 7.89999997600396,10.8083332198089 8.31666664063215,11.2249998849427 8.31666664076617,11.2249998851289 7.89999997643995,10.8083332198241 7.89999997600396)))","631","0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"1",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"1",,,,,NANA,"1",,,,,NANA,"0",,,,,NANA,"3",0.001590564423689,1.118709066491598,L,D,DL,"1",,,,,NANA,"0",,,,,NANA,"2",0.001060376282459,1.064136994553457,L,D,DL,Nigeria
"MULTIPOLYGON (((11.2249998851289 7.89999997643995,11.2249998849427 8.31666664076617,11.6416665498966 8.31666664062698,11.6416665503531 7.89999997604916,11.2249998851289 7.89999997643995)))","632","0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,Nigeria
"MULTIPOLYGON (((11.6416665503531 7.89999997604916,11.6416665498966 8.31666664062698,12.0583332151777 8.31666664126886,12.0583332150398 7.89999997589425,11.6416665503531 7.89999997604916)))","633","0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"1",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"2",0.001060376281788,0.000000000000000,L,C,CL,"0",,,,,NANA,"0",,,,,NANA,"1",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"1",,,,,NANA,"1",,,,,NANA,"1",,,,,NANA,"1",,,,,NANA,Nigeria
"MULTIPOLYGON (((12.0583332150398 7.89999997589425,12.0583332151777 8.31666664126886,12.4749998803145 8.3166666408795,12.474999879687 7.89999997606941,12.0583332150398 7.89999997589425)))","634","0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,Cameroon Nigeria
"MULTIPOLYGON (((12.474999879687 7.89999997606941,12.4749998803145 8.3166666408795,12.8916665448584 8.31666664146825,12.8916665447871 7.89999997570593,12.474999879687 7.89999997606941)))","635","0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,Cameroon
"MULTIPOLYGON (((12.8916665447871 7.89999997570593,12.8916665448584 8.31666664146825,13.3083332102604 8.31666664120443,13.3083332098826 7.89999997585894,12.8916665447871 7.89999997570593)))","636","0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,"0",,,,,NANA,Cameroon
